"Carimbo de data/hora";"ID da resposta";"Endereço de e-mail";"Qual é a sua idade (em anos)?";"Quantos dispositivos eletrônicos você possui (celular, notebook, tablet, smartwatch etc.)?";"Quantas horas por dia você usa a internet?";"Quantas horas por dia você passa em redes sociais?";"Quantos aplicativos de redes sociais você tem instalados no celular?";"Há quantos anos você possui um smartphone?";"Quanto você gasta, em média por mês, com assinaturas ou serviços de tecnologia, em R$?";"Com que idade você começou a usar a internet?";"Quantas horas de sono você perde, em média por semana, por causa do uso de tecnologia à noite?";"Quantas vezes você trocou sua senha de e-mail ou redes sociais no último ano?";"Qual é o seu gênero?";"Qual é a sua escolaridade?";"Você utiliza alguma ferramenta de Inteligência Artificial?";"Qual ferramenta de IA você mais utiliza?";"Com que frequência você utiliza ferramentas de IA?";"Para qual finalidade você mais utiliza IA?";"Você confia nas informações geradas por ferramentas de IA?";"Você acredita que a IA vai substituir empregos humanos no futuro?";"Você sente que depende da tecnologia ou do celular para realizar tarefas do dia a dia?";"Você já usou a tecnologia para enganar ou prejudicar alguém?";"Você já foi vítima de algum golpe ou fraude digital?";"Você utiliza autenticação de dois fatores nas suas contas online?";"Você já compartilhou informações sem verificar se eram verdadeiras?";"Qual sistema operacional de celular você utiliza?";"Você acredita que a tecnologia trouxe mais benefícios do que malefícios para a sociedade?"
"01/09/2026 17:13:00";"R0080";"respondente0080@example.invalid";"55";"4";"14,3";"0,2";"8";"16";"108,23";"24";"1,2";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"01/09/2026 17:20:00";"R0081";"respondente0081@example.invalid";"19";"1";"18";"2,5";"1";"5";"109,6";"17";"2,9";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"01/09/2026 17:27:00";"R0082";"respondente0082@example.invalid";"26";"6";"21,7";"4,8";"4";"6";"110,97";"14";"4,6";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"01/09/2026 17:34:00";"R0083";"respondente0083@example.invalid";"33";"3";"3,9";"7,1";"7";"11";"112,34";"11";"6,3";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"01/09/2026 17:41:00";"R0084";"respondente0084@example.invalid";"40";"8";"7,6";"9,4";"10";"16";"113,71";"8";"8";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"01/09/2026 17:48:00";"R0085";"respondente0085@example.invalid";"47";"5";"11,3";"11,7";"3";"1";"115,08";"5";"9,7";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Sim";"Sim";"Não";"Android";"Concordo totalmente"
"01/09/2026 17:55:00";"R0086";"respondente0086@example.invalid";"54";"2";"15";"1,9";"6";"6";"116,45";"9";"11,4";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"01/09/2026 18:02:00";"R0087";"respondente0087@example.invalid";"18";"7";"18,7";"4,2";"9";"7";"117,82";"15";"1";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"01/09/2026 18:09:00";"R0088";"respondente0088@example.invalid";"25";"4";"22,4";"6,5";"2";"1";"119,19";"22";"2,7";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"01/09/2026 18:16:00";"R0089";"respondente0089@example.invalid";"32";"1";"4,6";"8,8";"5";"1";"120,56";"28";"4,4";"0";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"01/09/2026 18:23:00";"R0090";"respondente0090@example.invalid";"39";"6";"8,3";"11,1";"8";"6";"121,93";"32";"6,1";"3";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"01/09/2026 18:30:00";"R0091";"respondente0091@example.invalid";"46";"3";"12";"1,3";"1";"11";"123,3";"11";"7,8";"6";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"01/09/2026 18:37:00";"R0092";"respondente0092@example.invalid";"53";"8";"15,7";"3,6";"4";"16";"124,67";"46";"9,5";"1";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Sim";"Não";"Sim";"Android";"Neutro"
"01/09/2026 18:44:00";"R0093";"respondente0093@example.invalid";"60";"5";"19,4";"5,9";"7";"1";"126,04";"27";"11,2";"4";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"01/09/2026 18:51:00";"R0094";"respondente0094@example.invalid";"24";"2";"1,6";"8,2";"10";"4";"127,41";"21";"0,8";"7";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"01/09/2026 18:58:00";"R0095";"respondente0095@example.invalid";"31";"7";"5,3";"10,5";"3";"11";"128,78";"25";"2,5";"2";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"01/09/2026 19:05:00";"R0096";"respondente0096@example.invalid";"38";"4";"9";"0,7";"6";"16";"130,15";"27";"4,2";"5";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"01/09/2026 19:12:00";"R0097";"respondente0097@example.invalid";"45";"1";"12,7";"3";"9";"1";"131,52";"21";"5,9";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"01/09/2026 19:19:00";"R0098";"respondente0098@example.invalid";"52";"6";"16,4";"5,3";"2";"6";;"38";"7,6";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"01/09/2026 19:26:00";"R0099";"respondente0099@example.invalid";"59";"3";"20,1";"7,6";"5";"11";"134,26";"57";"9,3";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Sim";"Sim";"Não";"iOS";"Concordo totalmente"
"01/09/2026 19:33:00";"R0100";"respondente0100@example.invalid";"23";"8";"2,3";"9,9";"8";"2";"135,63";"14";"11";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"01/09/2026 19:40:00";"R0101";"respondente0101@example.invalid";"30";"5";"6";"0,1";"1";"1";"137";"5";"0,6";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"01/09/2026 19:47:00";"R0102";"respondente0102@example.invalid";"37";"2";"9,7";"2,4";"4";"6";"138,37";"28";"2,3";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"01/09/2026 19:54:00";"R0103";"respondente0103@example.invalid";"44";"7";"13,4";"4,7";"7";"11";"139,74";"35";"4";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"01/09/2026 20:01:00";"R0104";"respondente0104@example.invalid";"51";"4";"17,1";"7";"10";"16";"141,11";"34";"5,7";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"01/09/2026 20:08:00";"R0105";"respondente0105@example.invalid";"58";"1";"20,8";"9,3";"3";"1";"142,48";"36";"7,4";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"01/09/2026 20:15:00";"R0106";"respondente0106@example.invalid";"22";"6";"3";"11,6";"6";"10";"143,85";"21";"9,1";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Sim";"Sim";"Não";"Android";"Concordo totalmente"
"01/09/2026 20:22:00";"R0107";"respondente0107@example.invalid";"29";"3";"6,7";"1,8";"9";"18";"145,22";"19";"10,8";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"01/09/2026 20:29:00";"R0108";"respondente0108@example.invalid";"36";"8";"10,4";"4,1";"2";"16";"146,59";"35";"0,4";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"01/09/2026 20:36:00";"R0109";"respondente0109@example.invalid";"43";"5";"14,1";"6,4";"5";"1";"147,96";"15";"2,1";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"01/09/2026 20:43:00";"R0110";"respondente0110@example.invalid";"50";"2";"17,8";"8,7";"8";"6";"149,33";"34";"3,8";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"01/09/2026 20:50:00";"R0111";"respondente0111@example.invalid";"57";"7";"21,5";"11";"1";"11";"150,7";"19";"5,5";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"01/09/2026 20:57:00";"R0112";"respondente0112@example.invalid";"21";"4";"3,7";"1,2";"4";"6";"152,07";"10";"7,2";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"01/09/2026 21:04:00";"R0113";"respondente0113@example.invalid";"28";"1";"7,4";"3,5";"7";"3";"153,44";"18";"8,9";"0";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Sim";"Não";"Sim";"iOS";"Concordo"
"01/09/2026 21:11:00";"R0114";"respondente0114@example.invalid";"35";"6";"11,1";"5,8";"10";"6";"154,81";"18";"10,6";"3";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";;"Sim";"Não";"Android";"Concordo totalmente"
"01/09/2026 21:18:00";"R0115";"respondente0115@example.invalid";"42";"3";"14,8";"8,1";"3";"11";"156,18";"38";"0,2";"6";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"01/09/2026 21:25:00";"R0116";"respondente0116@example.invalid";"49";"8";"18,5";"10,4";"6";"16";"157,55";"38";"1,9";"1";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"01/09/2026 21:32:00";"R0117";"respondente0117@example.invalid";"56";"5";"22,2";"0,6";"9";"1";"158,92";"6";"3,6";"4";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"01/09/2026 21:39:00";"R0118";"respondente0118@example.invalid";"20";"2";"4,4";"2,9";"2";"6";"160,29";"17";"5,3";"7";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"01/09/2026 21:46:00";"R0119";"respondente0119@example.invalid";"27";"7";"8,1";"5,2";"5";"13";"161,66";"5";"7";"2";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"01/09/2026 21:53:00";"R0120";"respondente0120@example.invalid";"34";"4";"11,8";"7,5";"8";"16";"163,03";"9";"8,7";"5";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Sim";"Não";"Não";"Android";"Discordo"
"01/09/2026 22:00:00";"R0121";"respondente0121@example.invalid";"41";"1";"15,5";"9,8";"1";"1";"164,4";"29";"10,4";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"01/09/2026 22:07:00";"R0122";"respondente0122@example.invalid";"48";"6";"19,2";"0";"4";"6";"165,77";"46";"0";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"01/09/2026 22:14:00";"R0123";"respondente0123@example.invalid";"55";"3";"22,9";"2,3";"7";"11";"167,14";"47";"1,7";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"01/09/2026 22:21:00";"R0124";"respondente0124@example.invalid";"19";"8";"5,1";"4,6";"10";"4";"168,51";"14";"3,4";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"01/09/2026 22:28:00";"R0125";"respondente0125@example.invalid";"26";"5";"8,8";"6,9";"3";"13";"169,88";"25";"5,1";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"01/09/2026 22:35:00";"R0126";"respondente0126@example.invalid";"33";"2";"12,5";"9,2";"6";"6";"171,25";"8";"6,8";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"01/09/2026 22:42:00";"R0127";"respondente0127@example.invalid";"40";"7";"16,2";"11,5";"9";"11";"172,62";"26";"8,5";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Sim";"Sim";"Não";"Outro";"Concordo"
"01/09/2026 22:49:00";"R0128";"respondente0128@example.invalid";"47";"4";"19,9";"1,7";"2";"16";"173,99";"16";"10,2";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"01/09/2026 22:56:00";"R0129";"respondente0129@example.invalid";"54";"1";"2,1";"4";"5";"1";"175,36";"41";"11,9";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"01/09/2026 23:03:00";"R0130";"respondente0130@example.invalid";"18";"6";"5,8";"6,3";"8";"6";"176,73";"7";"1,5";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"01/09/2026 23:10:00";"R0131";"respondente0131@example.invalid";"25";"3";"9,5";"8,6";"1";"6";"178,1";"15";"3,2";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"01/09/2026 23:17:00";"R0132";"respondente0132@example.invalid";"32";"8";"13,2";"10,9";"4";"16";"179,47";"15";"4,9";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"01/09/2026 23:24:00";"R0133";"respondente0133@example.invalid";"39";"5";"16,9";"1,1";"7";"1";"180,84";"29";"6,6";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"01/09/2026 23:31:00";"R0134";"respondente0134@example.invalid";"46";"2";"20,6";"3,4";"10";"6";"182,21";"33";"8,3";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Sim";"Não";"Sim";"Android";"Concordo"
"01/09/2026 23:38:00";"R0135";"respondente0135@example.invalid";"53";"7";"2,8";"5,7";"3";"11";"183,58";"39";"10";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"01/09/2026 23:45:00";"R0136";"respondente0136@example.invalid";"60";"4";"6,5";"8";"6";"16";"184,95";"5";"11,7";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"01/09/2026 23:52:00";"R0137";"respondente0137@example.invalid";"24";"1";"10,2";"10,3";"9";"9";"186,32";"19";"1,3";"0";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"01/09/2026 23:59:00";"R0138";"respondente0138@example.invalid";"31";"6";"13,9";"0,5";"2";"6";"187,69";"30";"3";"3";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 00:06:00";"R0139";"respondente0139@example.invalid";"38";"3";"17,6";"2,8";"5";"11";"189,06";"5";"4,7";"6";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"02/09/2026 00:13:00";"R0140";"respondente0140@example.invalid";"45";"8";"21,3";"5,1";"8";"16";"190,43";"14";"6,4";"1";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"02/09/2026 00:20:00";"R0141";"respondente0141@example.invalid";"52";"5";"3,5";"7,4";"1";"1";"191,8";"41";"8,1";"4";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Sim";"Sim";"Sim";"iOS";"Concordo"
"02/09/2026 00:27:00";"R0142";"respondente0142@example.invalid";"59";"2";"7,2";"9,7";"4";"6";"193,17";"44";"9,8";"7";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 00:34:00";"R0143";"respondente0143@example.invalid";"23";"7";"10,9";"12";"7";"9";"194,54";"19";"11,5";"2";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"02/09/2026 00:41:00";"R0144";"respondente0144@example.invalid";"30";"4";"14,6";"2,2";"10";"16";"195,91";"28";"1,1";"5";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"02/09/2026 00:48:00";"R0145";"respondente0145@example.invalid";"37";"1";"18,3";"4,5";"3";"1";"197,28";"21";"2,8";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 00:55:00";"R0146";"respondente0146@example.invalid";"44";"6";"22";"6,8";"6";"6";"198,65";"40";"4,5";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"02/09/2026 01:02:00";"R0147";"respondente0147@example.invalid";"51";"3";"4,2";"9,1";"9";"11";"200,02";"47";"6,2";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"02/09/2026 01:09:00";"R0148";"respondente0148@example.invalid";"58";"8";"7,9";"11,4";"2";"16";"201,39";"32";"7,9";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Sim";"Sim";"Não";"Android";"Neutro"
"02/09/2026 01:16:00";"R0149";"respondente0149@example.invalid";"22";"5";"11,6";"1,6";"5";"9";"202,76";"18";"9,6";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"02/09/2026 01:23:00";"R0150";"respondente0150@example.invalid";"29";"2";"15,3";"3,9";"8";"5";"204,13";"12";"11,3";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 01:30:00";"R0151";"respondente0151@example.invalid";"36";"7";"19";"6,2";"1";"11";"205,5";"12";"0,9";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"02/09/2026 01:37:00";"R0152";"respondente0152@example.invalid";"43";"4";"22,7";"8,5";"4";"16";"206,87";"32";"2,6";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"02/09/2026 01:44:00";"R0153";"respondente0153@example.invalid";"50";"1";"4,9";"10,8";"7";"1";"208,24";"12";"4,3";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"02/09/2026 01:51:00";"R0154";"respondente0154@example.invalid";"57";"6";"8,6";"1";"10";"6";"209,61";"24";"6";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"02/09/2026 01:58:00";"R0155";"respondente0155@example.invalid";"21";"3";"12,3";"3,3";"3";"1";"210,98";"19";"7,7";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Sim";"Sim";"Não";"iOS";"Concordo"
"02/09/2026 02:05:00";"R0156";"respondente0156@example.invalid";"28";"8";"16";"5,6";"6";"2";"212,35";"8";"9,4";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"02/09/2026 02:12:00";"R0157";"respondente0157@example.invalid";"35";"5";"19,7";"7,9";"9";"1";"213,72";"11";"11,1";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
